cell_id,latitude,longitude,ward_name,zone,distance_to_yamuna_m,rain_1h_mm,rain_3h_mm,rain_24h_mm,rain_forecast_3h_mm,elevation_m,slope_percent,impervious_ratio,drain_density,drain_capacity_score,drain_blockage_risk,yamuna_level_m,flooded_before,flood_frequency,citizen_reports_count,avg_reported_depth_cm,max_flood_depth_cm,flood_risk_level
1016,28.5447,77.2258,Nehru Place,South,5459.3,5.7,14.5,38.4,15.7,222.8,5.3,0.78,0.41,0.8,0.54,203.3,0,1,3,3.3,3.9,0
1017,28.5245,77.2341,Chittaranjan Park,South,4969.2,12.7,44.6,95.2,53.2,226.5,4.8,0.67,0.66,0.59,0.72,204.5,0,1,0,2.3,5.4,1
1018,28.6741,77.2123,Sadar Bazaar,Central,3711.2,11.1,26.7,51.5,28.3,218.1,1.5,0.74,0.7,0.67,0.6,204.4,0,1,1,1.3,0,0
1019,28.6305,77.3035,Karkardooma,East,1942.9,1.0,3.3,8.9,3.8,209.7,2.1,0.66,0.38,0.83,0.43,203.2,0,1,2,0.6,1.3,0
1020,28.5708,77.2352,Lajpat Nagar,South East,4000.6,21.6,70.1,134.0,80.8,224.4,4.5,0.59,0.37,0.58,0.76,205.4,0,0,10,18.3,31.5,2
1021,28.6378,77.1493,Kirti Nagar Extension,West,6079.8,5.0,17.7,39.7,19.8,215.6,2.3,0.81,0.66,0.81,0.48,203.4,0,1,1,5.0,3.9,0
1022,28.6369,77.1292,Raja Garden,West,6110.8,4.3,13.9,33.6,15.7,216.8,4.9,0.87,0.64,0.81,0.58,203.6,0,0,1,3.2,4.2,0
1023,28.6202,77.1217,Mayapuri,West,6420.6,4.1,11.9,30.5,13.6,222.4,2.2,0.74,0.43,0.76,0.5,203.8,0,1,0,1.2,1.3,0
1024,28.5908,77.1966,South Extension Part 2,South,5023.2,34.3,83.5,135.4,94.3,224.1,4.9,0.82,0.38,0.56,0.78,205.0,0,0,4,17.1,49.8,2
1025,28.5445,77.2082,Hauz Khas,South East,4648.3,1.4,4.5,10.7,4.9,220.5,2.8,0.78,0.55,0.88,0.37,203.1,0,1,2,4.2,0,0
1026,28.6169,77.2881,Nirman Vihar,East,2119.1,19.1,50.3,90.2,62.6,207.2,4.3,0.75,0.43,0.52,0.79,204.6,0,1,22,43.2,76.1,2
1027,28.5194,77.3122,Batla House,South East,4048.1,4.8,16.4,34.0,18.5,223.6,1.3,0.66,0.5,0.79,0.56,203.3,0,0,2,0.5,2.5,0
1028,28.5387,77.3182,Kalindi Kunj,South East,4091.4,1.9,5.5,17.8,6.1,218.2,2.2,0.85,0.55,0.79,0.36,203.4,0,1,0,5.4,10.9,0
1029,28.563,77.108,Palam,West,7344.3,15.4,51.7,105.3,63.1,224.5,1.3,0.67,0.58,0.58,0.67,204.3,0,1,7,6.5,17.8,2
1030,28.758,77.0622,Rohini Sector 12,North West,8263.9,1.6,4.0,10.5,4.4,224.3,3.6,0.64,0.58,0.87,0.49,203.0,0,0,2,0,8.0,0
1031,28.7383,77.02,Rohini Sector 25,North West,9216.6,13.8,42.1,86.2,50.8,222.8,1.6,0.58,0.47,0.65,0.75,204.3,0,1,3,3.4,3.3,1
1032,28.581,77.1964,South Extension Part 2,South,5181.6,10.6,33.6,78.5,41.3,222.0,1.8,0.9,0.52,0.71,0.54,203.8,0,0,0,0,0,0
1033,28.7346,77.0375,Rohini Sector 20,North West,8960.6,18.6,44.2,86.0,54.3,220.3,2.8,0.65,0.55,0.68,0.73,204.3,0,0,0,1.8,0,1
1034,28.6068,77.0966,Tilak Nagar,West,6703.6,12.9,36.8,75.1,40.4,217.6,4.1,0.87,0.48,0.67,0.52,204.0,0,1,2,1.2,6.0,0
1035,28.5973,77.0901,Janakpuri A Block,West,6733.0,28.2,71.3,124.5,88.9,219.1,1.4,0.76,0.38,0.48,0.91,204.8,0,0,11,27.0,42.8,2
1036,28.6846,77.0768,Kanjhawala,North West,8716.1,22.2,71.0,131.3,81.4,219.8,4.6,0.57,0.59,0.47,0.85,205.5,0,1,16,45.2,56.3,2
1037,28.7045,77.0786,Pehladpur,North West,7078.2,12.1,32.4,63.7,35.1,223.8,4.0,0.87,0.63,0.61,0.59,204.0,0,0,0,9.4,2.2,0
1038,28.6538,77.2136,Paharganj,Central,2887.8,2.1,6.4,18.3,7.1,219.9,4.0,0.68,0.38,0.84,0.47,203.2,0,1,3,2.1,9.1,0
1039,28.5733,77.102,Palam,West,7336.7,4.8,13.9,31.1,15.2,222.7,4.2,0.68,0.66,0.66,0.54,203.7,0,1,1,0,0,0
1040,28.5107,77.2493,Sangam Vihar,South,4768.7,11.4,34.5,75.3,39.5,228.5,4.2,0.72,0.68,0.7,0.69,204.1,0,0,2,3.3,0,1
1041,28.6813,77.2207,Subzi Mandi,North,4803.5,20.9,63.0,107.5,68.7,216.4,4.6,0.7,0.4,0.63,0.71,204.4,0,0,5,32.2,51.2,2
1042,28.5438,77.0668,Dwarka Sector 11,South West,9249.4,9.4,32.8,61.7,36.8,222.0,5.3,0.67,0.68,0.72,0.56,204.2,0,0,1,0,2.3,0
1043,28.6981,77.1898,Adarsh Nagar,North,5121.5,14.0,40.3,73.8,48.8,221.2,5.1,0.79,0.57,0.64,0.57,204.1,0,0,3,7.9,3.0,1
1044,28.6004,77.299,Mayur Vihar Phase 2,East,1612.4,9.3,27.6,53.5,34.1,209.5,1.2,0.7,0.62,0.74,0.61,203.8,1,4,0,3.5,5.1,0
1045,28.6231,77.1728,Rajendra Place,West,6063.4,8.2,25.1,60.7,30.1,216.0,1.8,0.9,0.48,0.73,0.61,203.8,0,1,0,0,7.0,0
1046,28.7112,77.0763,Sultanpuri,North West,8386.8,26.0,76.4,125.5,94.1,219.4,3.5,0.92,0.45,0.57,0.83,205.7,0,0,11,31.1,89.1,2
1047,28.5882,77.0828,Janakpuri B Block,West,6357.3,4.9,16.6,38.0,18.3,223.1,4.3,0.92,0.43,0.7,0.42,203.6,0,0,0,8.9,5.5,0
1048,28.6517,77.2286,Nabi Karim,Central,3179.4,11.4,35.2,69.2,37.3,214.0,1.4,0.64,0.66,0.64,0.52,204.2,0,1,5,13.2,12.4,0
1049,28.613,77.2932,IP Extension,East,1860.2,12.4,30.3,55.6,34.5,207.4,3.5,0.81,0.61,0.62,0.52,203.8,0,0,5,6.2,16.0,0
1050,28.6667,77.3277,Dilshad Garden,East,1013.4,1.1,3.6,8.4,4.2,205.6,3.0,0.92,0.67,0.85,0.46,203.3,0,1,3,2.5,0,0
1051,28.6216,77.041,Najafgarh Extension,South West,8209.0,11.5,35.9,68.7,38.0,217.3,1.4,0.82,0.69,0.66,0.55,204.0,0,0,0,2.7,0,0
1052,28.5551,77.274,New Friends Colony,South East,3952.4,15.4,42.1,80.8,48.9,216.3,1.7,0.75,0.61,0.62,0.67,203.9,0,1,0,1.1,0,2
1053,28.7272,77.2259,Wazirabad,North,3645.8,1.1,3.4,8.3,3.8,216.6,4.6,0.57,0.55,0.83,0.44,203.5,0,1,1,1.9,3.8,0
1054,28.5458,77.059,Dwarka Sector 11,South West,9305.4,2.0,5.1,11.4,5.9,217.8,3.8,0.72,0.45,0.85,0.44,203.1,0,0,1,0,0,0
1055,28.576,77.0701,Dwarka Sector 5,South West,9193.1,11.2,33.2,80.3,38.9,224.4,5.1,0.76,0.67,0.72,0.59,204.4,0,1,1,0,2.4,1
1056,28.7945,77.0201,Narela,North West,10917.2,15.1,40.8,77.1,48.0,221.1,4.9,0.67,0.52,0.74,0.67,204.2,0,1,2,1.8,8.6,1
1057,28.6986,77.1603,Pitampura,North West,5883.8,26.1,79.9,148.2,94.5,224.0,3.8,0.91,0.66,0.57,0.93,205.3,0,1,7,18.2,30.1,2
1058,28.7445,77.0721,Rohini Sector 2,North,7124.6,12.2,32.6,65.1,36.3,219.9,5.1,0.57,0.63,0.75,0.59,204.4,0,1,2,6.8,0,0
1059,28.5442,77.0619,Dwarka Sector 12,South West,9326.5,0.9,2.5,7.9,2.8,222.4,3.1,0.58,0.49,0.86,0.35,203.4,0,0,2,0,3.1,0
1060,28.7245,77.2345,Wazirabad,North,3650.8,27.7,75.6,143.3,86.0,225.0,3.1,0.59,0.43,0.49,0.91,205.6,0,0,15,54.4,54.9,2
1061,28.6526,77.2221,Paharganj,Central,2711.6,5.6,17.8,48.5,19.1,219.1,2.8,0.91,0.55,0.81,0.44,203.8,0,1,1,0,12.9,0
1062,28.6399,77.1681,Patel Nagar,West,6053.9,4.4,10.7,27.1,12.6,215.8,2.1,0.58,0.56,0.65,0.56,203.8,0,0,4,6.7,7.2,0
1063,28.5829,77.2157,South Extension Part 1,South,4702.9,6.2,22.1,52.5,25.4,224.6,3.0,0.69,0.57,0.63,0.53,204.1,0,1,1,6.8,9.7,0
1064,28.664,77.2756,Gandhi Nagar,East,2395.2,14.0,41.6,84.0,51.7,209.1,4.9,0.86,0.38,0.72,0.67,204.3,0,1,9,23.9,45.2,1
1065,28.6662,77.1319,Punjabi Bagh,West,6304.8,19.9,56.7,96.9,65.5,218.6,3.3,0.87,0.54,0.61,0.75,204.8,0,1,12,21.7,44.0,1
1066,28.647,77.2307,Chandni Chowk,Central,3030.8,0.8,2.3,6.7,2.7,219.5,1.7,0.85,0.7,0.82,0.38,203.3,0,1,4,5.3,8.3,0
1067,28.6358,77.1498,Karampura,West,6028.8,6.5,17.8,37.4,20.6,216.9,4.3,0.89,0.59,0.71,0.49,203.5,0,0,0,0.8,1.0,0
1068,28.7574,77.0584,Rohini Sector 9,North,7165.7,5.2,17.2,40.0,20.9,215.4,3.3,0.87,0.58,0.79,0.43,203.7,0,1,3,4.3,7.9,0
1069,28.5919,77.0425,Dwarka Sector 21,South West,8594.0,2.1,6.1,18.1,7.4,224.3,2.9,0.68,0.4,0.8,0.37,203.3,0,1,1,2.7,15.3,0
1070,28.6336,77.3104,Preet Vihar,East,1967.7,9.4,24.0,52.7,30.0,207.3,2.9,0.82,0.45,0.63,0.68,204.2,1,1,0,15.4,9.7,1
1071,28.6444,77.1426,Moti Nagar,West,6304.6,15.1,45.2,95.7,55.4,223.4,1.6,0.89,0.36,0.66,0.68,204.6,0,0,0,0,4.6,1
1072,28.7547,77.0652,Rohini Sector 13,North West,8493.7,5.6,13.6,31.5,16.2,224.1,4.4,0.84,0.4,0.74,0.53,203.7,0,1,0,0,0,0
1073,28.6018,77.0993,Janakpuri A Block,West,6491.7,18.0,62.8,107.4,75.2,219.0,3.5,0.81,0.39,0.68,0.74,204.6,0,1,5,12.4,24.5,1
1074,28.5243,77.0361,Dwarka Sector 24,South West,9561.9,4.8,14.0,36.5,16.8,223.5,3.9,0.83,0.65,0.78,0.43,203.4,0,1,0,3.4,0,0
1075,28.6177,77.2727,Nirman Vihar,East,2183.1,17.6,47.3,89.0,52.8,208.7,5.3,0.74,0.64,0.66,0.7,204.4,0,1,2,19.7,36.5,1
1076,28.5625,77.0787,Dwarka Sector 4,South West,9073.2,16.1,52.7,92.8,59.9,222.7,4.1,0.58,0.63,0.63,0.69,204.5,0,0,4,12.7,20.4,1
1077,28.5275,77.2222,Ambedkar Nagar,South,5059.6,11.6,34.0,63.6,37.6,227.3,1.4,0.78,0.58,0.7,0.51,204.0,0,0,2,5.4,5.5,0
1078,28.6994,77.078,Pehladpur,North West,7195.8,5.7,16.2,39.4,19.5,219.8,5.1,0.68,0.41,0.69,0.57,203.6,0,0,2,0.0,13.0,0
1079,28.6347,77.3044,Vivek Vihar,East,2091.2,1.8,5.4,13.6,6.8,207.4,5.4,0.88,0.61,0.73,0.39,203.3,0,1,3,2.2,0.5,0
1080,28.5321,77.0481,Dwarka Sector 22,South West,9489.3,15.0,42.8,94.0,49.1,223.3,4.0,0.76,0.59,0.59,0.67,204.8,0,0,2,13.6,24.4,1
1081,28.69,77.2263,Subzi Mandi,North,4531.2,32.8,93.6,149.3,98.5,217.9,4.7,0.75,0.36,0.5,0.82,204.6,0,1,14,36.3,74.4,2
1082,28.6304,77.2924,Karkardooma,East,2019.0,1.5,4.0,9.2,4.4,205.6,1.9,0.82,0.62,0.75,0.33,203.4,0,0,2,4.7,4.1,0
1083,28.53,77.2449,Kalkaji,South,4877.7,11.4,33.4,64.9,36.4,226.9,2.4,0.63,0.71,0.67,0.5,203.9,0,0,0,1.9,6.4,0
1084,28.5676,77.223,Greater Kailash Part 2,South,5426.9,25.4,87.1,135.3,99.5,229.4,2.6,0.8,0.5,0.59,0.86,204.6,0,0,1,1.0,0,2
1085,28.7905,77.0285,Narela,North West,11196.0,31.0,75.1,148.9,89.8,219.7,2.8,0.59,0.63,0.5,0.9,205.2,0,0,17,50.5,68.3,2
1086,28.5505,77.2906,Jasola,South,4085.2,12.4,33.8,68.6,39.0,229.6,4.3,0.72,0.7,0.68,0.59,204.3,0,0,3,4.9,7.2,0
1087,28.7133,77.179,Azadpur,North,5179.2,30.4,74.5,119.6,91.9,216.2,3.5,0.68,0.49,0.5,0.83,204.8,0,0,6,28.6,36.6,2
1088,28.5288,77.2832,Sarita Vihar,South,4445.2,32.8,84.1,134.2,92.3,227.2,4.7,0.56,0.71,0.55,0.94,205.5,0,1,10,35.3,49.1,2
1089,28.6616,77.2751,Gandhi Nagar,East,2236.5,12.7,31.8,68.2,37.8,205.7,2.0,0.58,0.57,0.62,0.57,203.8,0,0,5,17.8,7.9,0
1090,28.5798,77.2744,Patparganj,East,2071.7,7.7,21.5,45.5,26.3,211.0,1.1,0.63,0.4,0.75,0.46,203.8,0,1,0,1.1,16.6,0
1091,28.7652,77.0665,Rohini Sector 11,North West,8322.6,8.0,25.5,57.6,27.7,217.9,2.8,0.69,0.39,0.64,0.6,203.8,0,0,4,6.5,8.7,0
1092,28.5435,77.2194,Alaknanda,South,5245.8,4.5,15.8,35.7,18.2,227.9,3.8,0.72,0.52,0.76,0.53,203.3,0,0,1,8.1,3.4,0
1093,28.7234,77.2118,Burari,North,5793.3,27.5,74.1,135.5,83.2,223.6,3.4,0.6,0.57,0.47,0.93,205.2,0,0,11,20.8,28.0,2
1094,28.5287,77.0376,Dwarka Sector 22,South West,9317.5,6.0,15.9,43.7,16.8,215.9,4.7,0.69,0.42,0.65,0.45,203.6,0,1,3,0.4,13.4,0
1095,28.6789,77.2775,Yamuna Vihar,East,1678.6,20.9,50.3,103.9,59.7,205.7,4.0,0.85,0.5,0.59,0.71,204.2,1,5,13,39.0,73.7,2
1096,28.6701,77.1988,Kingsway Camp,North,4898.4,4.9,16.2,42.4,18.0,216.6,5.5,0.56,0.43,0.79,0.49,203.7,0,1,0,3.9,15.5,0
1097,28.6705,77.3282,Dilshad Garden,East,1230.6,15.7,38.7,80.7,44.8,209.2,1.8,0.88,0.57,0.7,0.52,204.3,0,1,9,30.9,49.0,1
1098,28.7533,77.0731,Rohini Sector 12,North West,8432.4,7.2,19.8,41.0,22.3,223.6,4.0,0.79,0.42,0.7,0.54,203.8,0,1,1,0,4.9,0
1099,28.7512,77.0408,Rohini Sector 19,North West,8873.1,9.9,29.7,64.7,34.0,221.9,4.2,0.64,0.4,0.72,0.68,204.5,0,1,0,3.3,10.1,1
1100,28.6605,77.1874,Karol Bagh,Central,3337.1,3.0,7.5,19.6,8.7,214.8,4.8,0.77,0.65,0.81,0.38,203.5,0,0,0,1.6,4.9,0
1101,28.5657,77.1062,Palam,West,7481.8,9.4,29.0,71.6,34.4,223.5,5.4,0.59,0.49,0.62,0.5,203.8,0,0,4,10.2,8.8,0
1102,28.7433,77.0204,Rohini Sector 23,North West,9411.6,10.4,26.2,50.5,27.7,217.2,2.0,0.67,0.39,0.73,0.63,204.2,0,1,0,0,4.0,0
1103,28.7102,77.0923,Sultanpuri,North West,8381.5,35.0,91.9,147.6,97.5,221.5,3.6,0.64,0.68,0.5,0.81,205.0,0,0,13,34.0,99.5,2
1104,28.5693,77.098,Palam,West,7557.5,7.0,18.9,46.0,20.1,223.6,5.4,0.89,0.46,0.66,0.58,203.7,0,1,0,2.9,2.3,0
1105,28.6646,77.1143,Raj Park,North West,6869.4,0.9,2.3,5.8,2.6,216.2,2.7,0.59,0.69,0.77,0.33,203.0,0,0,2,6.4,1.9,0
1106,28.5684,77.1095,Palam,West,7604.2,12.5,35.5,82.0,42.8,218.1,3.0,0.61,0.54,0.73,0.7,204.1,0,1,0,0.3,14.2,1
1107,28.5118,77.2647,Tuglakabad,South,4369.2,16.4,43.6,95.7,47.2,227.6,4.6,0.78,0.51,0.54,0.72,204.4,0,0,1,0,5.9,2
1108,28.6112,77.2841,Nirman Vihar,East,2055.6,9.8,23.6,51.6,25.0,208.6,4.6,0.81,0.61,0.7,0.66,204.1,0,0,3,17.3,24.1,1
1109,28.6237,77.1211,Mayapuri,West,6361.3,24.4,79.3,130.1,91.2,223.4,4.0,0.57,0.66,0.49,0.84,204.6,0,0,13,24.0,31.1,2
1110,28.6466,77.2386,Jama Masjid,Central,2770.3,3.9,9.9,23.3,11.8,215.1,3.4,0.91,0.55,0.8,0.46,203.1,0,0,0,1.5,0,0
1111,28.6475,77.2482,Daryaganj,Central,2928.6,8.8,25.2,60.1,28.9,215.3,2.4,0.83,0.56,0.74,0.64,204.3,0,0,0,1.0,4.7,0
1112,28.5248,77.2394,Chittaranjan Park,South,4958.6,13.4,34.4,64.5,40.6,220.0,3.1,0.88,0.6,0.68,0.65,204.3,0,0,3,5.5,0.1,1
1113,28.55,77.1763,Saket Block B,South,5602.2,14.2,41.2,90.2,46.1,225.0,4.5,0.7,0.41,0.62,0.75,204.2,0,0,0,0,4.2,1
1114,28.7082,77.1785,Pitampura,North West,5720.5,5.6,18.5,38.9,19.8,220.9,4.6,0.65,0.65,0.73,0.59,203.3,0,1,0,1.8,5.2,0
1115,28.7509,77.0625,Rohini Sector 7,North,7004.4,4.0,11.3,27.0,13.2,216.4,1.1,0.79,0.63,0.76,0.43,203.7,0,0,2,0.9,9.3,0
1116,28.7659,77.0769,Rohini Sector 11,North West,8318.3,7.0,17.2,40.4,21.2,224.7,1.4,0.69,0.61,0.75,0.6,203.5,0,1,4,9.5,10.3,0
1117,28.763,77.0923,Rohini Sector 3,North West,7712.3,10.5,34.4,67.4,36.8,223.5,5.4,0.91,0.48,0.64,0.51,204.1,0,0,0,1.6,0,0
1118,28.6246,77.2819,Nirman Vihar,East,2251.0,8.0,21.2,51.9,22.9,208.0,1.1,0.59,0.49,0.75,0.66,204.0,0,1,2,6.1,24.0,1
1119,28.6548,77.2388,Civil Lines,North,4310.2,28.1,67.6,127.5,77.8,223.7,4.8,0.63,0.37,0.47,0.87,205.7,0,0,8,16.6,44.6,2
1120,28.6928,77.2244,Roshanara Road,North,4616.4,0.8,2.8,6.9,3.1,215.7,1.5,0.75,0.4,0.83,0.31,203.2,0,1,0,0,1.0,0
1121,28.5833,77.0904,Dwarka Sector 3,South West,8739.9,12.1,29.6,68.0,34.7,215.8,5.4,0.59,0.52,0.66,0.64,204.0,0,0,1,0,0,0
1122,28.7144,77.0829,Sultanpuri,North West,8142.5,13.9,35.3,65.6,41.7,216.7,5.2,0.58,0.62,0.63,0.56,204.2,0,0,3,3.7,3.1,0
1123,28.7254,77.1616,Badli,North,6151.9,5.1,12.4,30.2,14.2,223.5,5.4,0.6,0.58,0.73,0.49,203.7,0,1,1,2.1,7.1,0
1124,28.534,77.3015,Johori Farm,South East,4115.9,2.3,7.2,18.3,8.0,215.5,2.7,0.79,0.39,0.84,0.32,203.0,0,0,3,4.1,0,0
1125,28.6826,77.1606,Paschim Puri,West,6952.6,1.6,4.3,12.4,4.6,220.6,2.6,0.63,0.71,0.72,0.43,203.2,0,1,0,0.3,0,0
1126,28.6323,77.1463,Subhash Nagar,West,6226.9,12.8,39.7,87.6,45.6,216.5,5.0,0.74,0.44,0.67,0.71,204.5,0,0,5,10.5,20.4,1
1127,28.5191,77.2639,Tuglakabad,South,4318.2,20.6,65.3,127.0,69.6,220.5,1.3,0.57,0.39,0.49,0.86,205.5,0,0,16,32.7,58.3,2
1128,28.7361,77.2166,Burari,North,5512.9,12.8,30.7,60.5,33.8,221.2,2.1,0.64,0.62,0.68,0.62,204.1,0,1,0,2.6,11.8,0
1129,28.5082,77.3131,Haji Colony,South East,4570.7,1.8,4.2,12.6,5.1,216.2,4.1,0.77,0.68,0.78,0.47,203.4,0,0,2,0,0,0
1130,28.552,77.2393,Defence Colony,South East,4020.5,1.1,3.3,9.3,3.5,216.3,3.2,0.76,0.52,0.85,0.37,203.2,0,1,0,1.2,8.1,0
1131,28.5481,77.2809,Jasola,South,4337.7,1.9,4.8,14.5,5.5,220.9,2.5,0.57,0.65,0.77,0.43,203.4,0,0,3,3.1,0.6,0
1132,28.5185,77.1764,Mehrauli,South,6023.5,14.3,45.2,82.9,53.0,223.3,2.1,0.89,0.72,0.61,0.65,204.2,0,1,2,0,0,1
1133,28.5161,77.2213,Ambedkar Nagar,South,5230.7,13.3,34.0,81.4,37.4,220.5,3.6,0.62,0.53,0.6,0.54,204.5,0,1,2,12.8,20.4,1
1134,28.7354,77.0215,Rohini Sector 25,North West,9490.2,28.4,83.3,130.9,100.4,216.7,2.6,0.89,0.64,0.53,0.89,205.6,0,0,15,48.8,54.8,2
1135,28.5856,77.0904,Janakpuri B Block,West,6635.1,13.0,37.4,70.5,40.7,221.3,5.3,0.78,0.44,0.67,0.54,204.0,0,0,2,2.1,2.5,0
1136,28.6525,77.2827,Shakarpur,East,2424.0,7.9,28.0,61.7,30.1,210.7,3.1,0.78,0.52,0.64,0.69,204.2,0,0,5,12.6,14.4,1
1137,28.5474,77.2268,Nehru Place,South,5455.8,27.4,93.8,144.7,106.1,225.9,1.4,0.63,0.53,0.56,0.94,204.6,0,1,9,27.4,51.0,2
1138,28.5719,77.0876,Dwarka Sector 2,South West,8694.0,9.3,24.2,54.4,30.2,217.2,4.2,0.9,0.4,0.69,0.69,203.8,0,0,0,1.0,0,0
1139,28.5568,77.2363,Defence Colony,South East,3904.4,16.2,51.1,105.1,55.2,217.2,1.2,0.59,0.41,0.5,0.7,204.2,0,1,11,26.5,43.7,2
1140,28.713,77.1377,Saraswati Vihar,North West,6182.1,6.5,17.3,44.1,20.3,223.8,4.7,0.84,0.39,0.78,0.46,203.3,0,1,1,5.9,10.5,0
1141,28.5507,77.0676,Dwarka Sector 11,South West,9203.6,6.0,16.7,38.2,19.5,216.0,3.9,0.8,0.52,0.81,0.56,203.6,0,1,4,6.8,12.9,0
1142,28.7195,77.0946,Mangolpuri,North West,7905.2,7.6,22.4,49.5,23.6,217.5,4.0,0.71,0.51,0.69,0.44,203.6,0,1,0,2.1,0,0
1143,28.6252,77.2186,Connaught Place,Central,3270.1,2.7,6.6,16.9,7.2,215.9,1.5,0.88,0.44,0.8,0.42,203.2,0,0,0,0,4.3,0
1144,28.6152,77.1207,Mayapuri,West,6273.0,24.1,58.6,116.8,65.1,215.9,2.4,0.78,0.36,0.58,0.84,205.5,0,0,19,32.1,49.1,2
1145,28.5139,77.2245,Deoli,South,5002.3,12.4,34.5,68.5,42.6,224.8,3.1,0.91,0.54,0.62,0.51,204.1,0,1,0,2.3,0,0
1146,28.7398,77.0318,Rohini Sector 18,North West,8717.9,7.1,25.0,52.2,30.4,216.2,1.8,0.62,0.35,0.61,0.58,204.1,0,1,0,0.3,3.2,0
1147,28.6343,77.2976,Vivek Vihar,East,1708.0,1.2,3.9,11.8,4.6,208.3,2.5,0.78,0.65,0.73,0.47,203.4,0,0,2,8.2,2.8,0
1148,28.5115,77.2218,Deoli,South,4857.1,3.5,12.1,32.1,12.8,227.8,2.9,0.9,0.46,0.74,0.4,203.6,0,1,3,4.0,2.1,0
1149,28.6494,77.2121,Ballimaran,Central,3133.8,8.4,23.3,49.6,26.6,219.6,1.8,0.68,0.43,0.71,0.5,203.3,0,0,0,0,5.0,0
1150,28.5498,77.2995,Jamia Nagar,South East,4235.4,15.2,47.9,86.5,56.1,217.4,3.2,0.63,0.4,0.67,0.77,204.7,0,0,0,7.7,18.9,1
1151,28.7348,77.0633,Rohini Sector 7,North,7030.6,4.1,10.6,25.6,12.5,219.8,1.6,0.86,0.49,0.75,0.44,203.4,0,0,0,0,4.3,0
1152,28.5399,77.2395,Chittaranjan Park,South,4703.4,0.7,1.8,5.4,2.1,224.6,5.2,0.71,0.43,0.73,0.37,203.5,0,0,3,0,2.9,0
1153,28.7458,77.0608,Rohini Sector 14,North West,8776.7,22.7,57.6,96.2,61.4,219.4,4.5,0.56,0.65,0.53,0.69,204.4,0,0,5,7.3,20.3,2
1154,28.7314,77.2354,Wazirabad,North,3856.4,11.8,30.8,56.6,35.6,222.4,3.4,0.57,0.46,0.73,0.67,203.8,0,1,0,0,4.5,0
